ticker,sharpe,max_dd,score
LII,0.45252613154153315,-0.3803182819550186,0.26236699056402385
MRSH,0.4261922122227067,-0.33349672876054937,0.259443847842432
CRL,0.4882298125981178,-0.46077740897070296,0.25784110811276634
EL,0.4737301216777867,-0.4335605189568449,0.2569498621993643
PODD,0.4963153782297692,-0.47948427912464553,0.2565732386674464
ERIE,0.4874207364166139,-0.4678010089491482,0.25352023194203976
WDC,0.5519142198859083,-0.5974524752247571,0.25318798227352973
EBAY,0.4464705680997014,-0.3908182605198439,0.25106143783977947
AVY,0.4218579853172418,-0.3509166801272767,0.24639964525360342
LULU,0.483223142502707,-0.47544055915659766,0.24550286292440815
ON,0.5456245691886366,-0.6005555739510315,0.24534678221312078
CIEN,0.4947021642947066,-0.49889192231462887,0.24525620313739216
MCD,0.3923167045938389,-0.29520037692672163,0.24471651613047807
ORCL,0.4222847895997532,-0.35649720926680717,0.2440361849663496
HAL,0.4907106241214325,-0.4942027230406023,0.24360926260113136
DHR,0.46797334405317104,-0.44982782726209714,0.24305943042212247
IDXX,0.5176567582565939,-0.5549952024716536,0.24015915702076707
JNJ,0.3969752070159601,-0.3188852803733787,0.23753256682927076
MRK,0.428246706995475,-0.3874345524102054,0.2345294307903723
CHRW,0.41803599099914973,-0.367056291237459,0.23450784538042024
MTCH,0.5227587589573492,-0.5788318140117701,0.2333428519514642
VLO,0.467235916726355,-0.47028234340894437,0.23209474502188282
WSM,0.4601814929413893,-0.4609439383675028,0.22970952375763792
AMZN,0.5257974339321515,-0.5953523116345215,0.22812127811489075
ICE,0.39792152489867644,-0.3431272406975423,0.2263579045499053
AFL,0.4079420223969252,-0.3694712553589632,0.22320639471744358
RCL,0.5445054205331811,-0.6432336422864544,0.22288859938995387
INTU,0.42119313491247434,-0.39990399127540266,0.221241139274773
ACGL,0.41194315324526243,-0.38472218658068724,0.2195820599549188
KEY,0.45561649195186166,-0.4772698224811508,0.21698158071128626
COP,0.42682782358348603,-0.4221865263101088,0.21573456042843164
IEX,0.38827438918685303,-0.34710308948553925,0.2147228444440834
CSGP,0.4261807099483433,-0.4274885578680152,0.21243643101433568
LH,0.3790051928126147,-0.33634356626275463,0.21083340968123737
RF,0.42679170167389313,-0.4343075833753386,0.20963790998622384
ITW,0.34242011432509084,-0.26679891310359016,0.20902065777329576
CFG,0.44744575233524586,-0.4903962828787627,0.20224761089586452
KR,0.358113641233776,-0.31227213289925415,0.2019775747841489
AEP,0.36235868863128473,-0.32661641269884256,0.19905048228186345
FAST,0.36600122102906063,-0.3405319722940272,0.19573523488204703
MAA,0.39550745042013613,-0.4063238786109412,0.19234551111466552
ANET,0.5532584387435157,-0.7224400290500519,0.1920384242184897
CBRE,0.4051723793560246,-0.42695222416720213,0.19169626727242356
TRV,0.32357639458289944,-0.2642017340372227,0.1914755275642881
ALLE,0.3565678981226331,-0.33943143144944976,0.18685218239790824
HII,0.3912498671783008,-0.41260790827802385,0.18494591303928887
COF,0.43618674858112116,-0.5044599353825949,0.1839567808898237
